propertyType,features,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,assessorID,legalDescription,property_id
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 8, ""unitCount"": 1}",4.0,2.5,2336.0,10019.0,2005.0,6875-11-9959.00,LO120 BL5642G,307
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",0.0,0.0,3656.0,43560.0,1996.0,99.0374.0000.0125.04.02.00,"RUTH PECKUM, 1.0 ACRES, & HOUSE & HOUSE",308
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 3, ""unitCount"": 1}",3.0,1.5,1162.0,12632.0,1967.0,61-27-847-000-0005-00,CITY OF NORTON SHORES WIERSMA SUBD LOT 5,309
Single Family,NaN,3.0,2.5,1705.0,3485.0,2016.0,Unknown,Not available,310
Single Family,"{""cooling"": true, ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 8, ""architectureType"": ""Contemporary"", ""coolingType"": ""Commercial"", ""exteriorType"": ""Siding""}",4.0,2.5,4248.0,6025.0,2017.0,145CC033,SUBDIVISIONNAME LYONS CROSSING UNIT VI LOWLOT 33 HIGHLO T LOWBLOCK HIGHBLOCK DIMENSIONS 57.66 X 104.49 X IRR,311
Single Family,"{""architectureType"": ""Split Level"", ""fireplace"": true, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Hot Water"", ""roomCount"": 7}",4.0,2.0,1944.0,36155.0,1976.0,AD0-123-3310-00,LD BEG 401.46 FT S AND 210 FT W FROM CTR OF SEC 23 RUNN TH S 175 FT TH W 207.50 FT TH N 175 FT TH E 207.50 FT TO POB SEC 23,312
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Commercial"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""unitCount"": 1}",3.0,2.5,2400.0,7841.0,2003.0,196107,BENNINGTON/PH:01/LT#043 CNTY DRHM-----/CITY RAL PL000158-000261,313
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""foundationType"": ""Raised"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""unitCount"": 1}",0.0,2.0,2248.0,7560.0,2016.0,094106L F 02600,SUBD HIGHLANDS @ LADD PARK SEC28 PB 64 PG 9 LOT 0763,314
Apartment,NaN,2.0,1.0,0.0,0.0,1954.0,Unknown,Not available,315
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Stucco"", ""floorCount"": 2, ""foundationType"": ""Wood"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Concrete"", ""unitCount"": 1}",3.0,2.5,1642.0,2907.0,2015.0,234-531-13,SOMERSETT VILLAGE 5B LT 91,316
Single Family,"{""exteriorType"": ""Combination"", ""floorCount"": 1, ""foundationType"": ""Raised"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Electric""}",4.0,2.0,1872.0,13130.0,1923.0,01-24-454-001,WEST END HEIGHTS LOTS 8 9,317
Apartment,NaN,1.0,1.5,1051.0,0.0,0.0,Unknown,Not available,318
Manufactured,NaN,1.0,1.0,0.0,3397.0,1985.0,Unknown,Not available,319
Single Family,NaN,5.0,3.0,3160.0,6970.0,2002.0,Unknown,Not available,320
Manufactured,"{""architectureType"": ""Mobile Home"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""unitCount"": 1}",2.0,2.0,1390.0,4008.0,1998.0,07-46-24-04-00W00.1310,BAYSIDE ESTATES UNIT 2 BLK W PB 25 PG 105 LOT 131,321
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick / Stone"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 9}",4.0,3.0,2710.0,7148.0,2018.0,38269000,BOOK: 3643 PAGE: 692,322
Single Family,"{""exteriorType"": ""Wood"", ""fireplace"": true, ""fireplaceType"": ""Gas Log"", ""foundationType"": ""Footing"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",4.0,3.0,1501.0,9148.0,1997.0,1S203CA-12500,"FRANCES ESTATES, LOT 5, ACRES 0.21",323
Single Family,"{""architectureType"": ""Old Style"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""floorCount"": 2, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Detached"", ""roofType"": ""Shingle"", ""unitCount"": 1}",2.0,1.0,836.0,4500.0,1913.0,16-18-310-029,(KAUFMAN) & (STEPHENS) ADD TO (OAK) PARK SEC 18-39-13,324
Single Family,"{""architectureType"": ""Modern"", ""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Tile"", ""roomCount"": 7, ""unitCount"": 1}",4.0,2.0,1724.0,4800.0,1989.0,1100-271-14-0000,TRACT 12999 LOT 19 TRACT 12999 LOT 19 AND INT IN COMMON AREA,325
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Vinyl"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 1, ""foundationType"": ""Wood"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Shingle"", ""roomCount"": 8, ""unitCount"": 1}",3.0,2.0,1456.0,6433.0,2003.0,25-00-19-4-010-058.038,LOT 223 ROWAN SPRINGS SECOND SECTOR PHASE I PB 195 PG 63,326
Manufactured,"{""architectureType"": ""Mobile Home""}",0.0,0.0,0.0,0.0,0.0,197-42-647,Not available,327
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Wood"", ""fireplace"": true, ""fireplaceType"": ""Gas Log"", ""floorCount"": 1, ""foundationType"": ""Other"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 4, ""unitCount"": 1}",2.0,3.0,1058.0,8712.0,2001.0,087-149-29-0-41-01-009.00,"LOT 9 BLOCK D SEASONS 2ND ADD., THE",328
Condo,"{""architectureType"": ""Condo / Apartment"", ""exteriorType"": ""Other"", ""floorCount"": 1, ""foundationType"": ""Pier / Post & Beam"", ""heating"": true, ""heatingType"": ""Floor / Wall"", ""roofType"": ""Composition Shingle"", ""roomCount"": 3}",1.0,1.0,640.0,0.0,1978.0,01081300331000,SECTION 28 TOWNSHIP 27 RANGE 04 QUARTER NE SUBDIVISION AXIS CONDOMINIUM PHASE III BLDG C UNIT C310 TGW ASSIGNED PARKING & STO,329
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Gas"", ""roomCount"": 6, ""unitCount"": 1}",3.0,1.0,925.0,7405.0,1960.0,010-127742,KORNWAL DR PINE HILLS LOT 384,330
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick Veneer"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""pool"": true, ""poolType"": ""Pool and Hot Tub / Spa"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",4.0,2.0,2767.0,12203.0,1978.0,104631-0878,35-28 07-3S-26E CONFEDERATE POINT UNIT 4 LOT 33 BLK 7,331
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""floorCount"": 2, ""roomCount"": 6, ""exteriorType"": ""Concrete"", ""fireplace"": true, ""garage"": true, ""garageType"": ""Mixed""}",3.0,3.0,3730.0,11761.0,2006.0,421-01-02-0035,PARCEL C-1; LOT 13,332
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""roomCount"": 6, ""unitCount"": 1}",3.0,2.0,1264.0,13068.0,1987.0,41-02-29-011-085.000-026,MEADOWGLEN SUB DIV 4TH SEC LOT 68,333
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",5.0,3.5,2781.0,7497.0,2002.0,7639-04-06500,"OAKRIDGE FOREST 04, BLOCK 6, LOT 1",334
Single Family,NaN,3.0,2.0,1543.0,8276.0,2023.0,2943-323-45-016,LOT 16 BLK 4 RED TAIL RIDGE III SUB LOC WITHIN SEC 32 1S 1E UM RECD 6/20/2019 R-2884255 MESA CO RECDS & AN UND INT IN TRACT A,335
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 1, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle""}",0.0,2.0,1561.0,9196.0,2012.0,0235721212,LOT 71 BLK C CARRIAGE HILLS SEC 3,336
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""unitCount"": 1}",0.0,1.0,1396.0,5184.0,1983.0,49-02-25-104-035.000-400,COPPERFIELD SEC 1 L 17,337
Single Family,"{""architectureType"": ""Row End or Row Middle"", ""exteriorType"": ""Brick"", ""floorCount"": 2, ""foundationType"": ""Raised"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 6, ""unitCount"": 1, ""cooling"": true, ""coolingType"": ""Central""}",3.0,1.0,1463.0,3711.0,1943.0,49-11-02581-00,DIST:49 CITY/MUNI/TWP:CHESTER CITY MAP REF:49-12 -097-000,338
Single Family,"{""cooling"": true, ""coolingType"": ""Refrigeration"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Carport"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Built-up (Layered Asphalt)"", ""roomCount"": 4, ""unitCount"": 1}",2.0,2.0,1384.0,7802.0,1979.0,303-61-907,SUN LAKES UNIT EIGHT PER MCR 197-9,339
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 7, ""unitCount"": 1}",3.0,2.0,1843.0,2932.0,2006.0,678-20-049,TR 9611 LOT 6,340
Single Family,"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Wood"", ""fireplace"": true, ""floorCount"": 3, ""foundationType"": ""Other"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,4.5,2724.0,19733.0,1969.0,2075-06-4-15-011,SUBDIVISIONCD 013500 SUBDIVISIONNAME CHERRY HILLS EAST 3RD FLG BLOCK 004 LOT 022 LOT 22 BLK 4 CHERRY HILLS EAST 3RD FLG,341
Single Family,"{""architectureType"": ""Colonial"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stone"", ""fireplace"": true, ""fireplaceType"": ""Masonry"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roomCount"": 8, ""unitCount"": 1}",4.0,3.5,2978.0,52272.0,1999.0,22 526009690437,"AN LOT 22, THE HERMITAGE",342
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""fireplaceType"": ""Masonry"", ""floorCount"": 2, ""foundationType"": ""Raised"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""pool"": true, ""roofType"": ""Composition Shingle"", ""roomCount"": 10}",4.0,2.5,3435.0,20343.0,2000.0,37-4 12-0-0046,L-46 PH-1 POWHATAN WOODS,343
Single Family,"{""exteriorType"": ""Brick / Stone"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""unitCount"": 1}",0.0,2.0,1218.0,15750.0,1971.0,1-55051-0005-00-005000,GREENVIEWBLOCK 5 LOT 5,344
Single Family,"{""exteriorType"": ""Other"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Heat Pump"", ""roofType"": ""Composition Shingle""}",2.0,2.0,2468.0,11000.0,2015.0,710156082,LOT 12 MEADOW RIDGE 2ND ADDITION COLUMBUS,345
Single Family,"{""architectureType"": ""Ranch"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""fireplace"": true, ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Forced Air"", ""unitCount"": 1}",3.0,1.0,954.0,5401.0,1954.0,02-14-29-109-019,"HALFWAY MANOR LOT 29 LIBER 8, PAGE 35",346
Single Family,NaN,4.0,3.5,3292.0,21780.0,2022.0,Unknown,Not available,347
Single Family,NaN,4.0,2.5,2510.0,11326.0,1998.0,Unknown,Not available,348
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick Veneer"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Metal"", ""roomCount"": 6, ""unitCount"": 1}",3.0,1.0,1020.0,7405.0,1959.0,11-051-0021,"ALL OF LOT 142, RON-CLARE VILLAGE NO. 2, OGDEN CITY, WEBER COUNTY, UTAH.",349
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""unitCount"": 1}",3.0,2.0,1734.0,5227.0,2006.0,0725.04-54-0032 0344753,LO221 LEXINGTON PARK @ AMBERLY PH2 SESF-B BM2006-00451,350
Condo,"{""architectureType"": ""Condo / Apartment"", ""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Gas"", ""unitCount"": 1}",2.0,2.0,1534.0,308405.0,2003.0,07-01533,UNIVERSITY COMMONS COND:UNIT 2186 : 1.793%,351
Single Family,"{""exteriorType"": ""Wood"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 1, ""foundationType"": ""Block"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Furnace"", ""roofType"": ""Composition Shingle"", ""unitCount"": 1}",3.0,1.0,1766.0,14458.0,1950.0,4363-0005-000,GLENWOOD EXT (SWEENY) LOT 1A (HRONEK SD) PRIMARY SITE,352
Single Family,"{""cooling"": true, ""exteriorType"": ""Stucco"", ""floorCount"": 1, ""foundationType"": ""Other"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Package"", ""roofType"": ""Composition Shingle"", ""roomCount"": 4, ""unitCount"": 1, ""coolingType"": ""Commercial""}",4.0,2.0,1654.0,11402.0,2004.0,R32-323-17-5180-1199-0150,SPRING HILL UNIT 18 BLK 1199 LOT 15,353
Land,"{""cooling"": true, ""coolingType"": ""Window"", ""exteriorType"": ""Wood""}",3.0,1.0,1023.0,0.0,0.0,29497,"HILLCREST, BLOCK 1, LOT 7",354
Multi-Family,"{""architectureType"": ""Other"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Asbestos Shingle"", ""floorCount"": 2, ""heating"": true, ""heatingType"": ""Oil"", ""roomCount"": 5}",2.0,1.0,930.0,2000.0,1900.0,105B1-42-R5,DIST:15 CITY/MUNI/TWP:NESQUEHONING BORO,355
Single Family,"{""architectureType"": ""Modular"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Electric"", ""roofType"": ""Asphalt"", ""roomCount"": 5}",3.0,2.0,1248.0,19602.0,1985.0,WDST M:105 B:057 L:000-00000,BLK:57 CITY/MUNI/TWP:WOODSTOCK,356
Manufactured,"{""architectureType"": ""European"", ""cooling"": true, ""coolingType"": ""Package"", ""exteriorType"": ""Wood"", ""floorCount"": 1, ""foundationType"": ""Pier / Post & Beam"", ""garage"": true, ""garageType"": ""Carport"", ""heating"": true, ""roofType"": ""Composition Shingle"", ""roomCount"": 5, ""unitCount"": 1, ""heatingType"": ""Package""}",3.0,2.0,1855.0,21780.0,1997.0,R27-222-18-1474-0520-0750,BROOKRIDGE COMMUNITY UNIT 4 BLK 52 LOTS 75 & 76,357
Single Family,"{""architectureType"": ""Colonial"", ""exteriorType"": ""Other"", ""fireplace"": true, ""floorCount"": 2, ""garage"": true, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 9, ""unitCount"": 1}",4.0,2.0,2080.0,17424.0,1950.0,CHES M:63 B:18 L:,BLK:18 CITY/MUNI/TWP:CHESHIRE,358
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""foundationType"": ""Other"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt"", ""roomCount"": 8}",0.0,2.0,1770.0,20909.0,1965.0,01 08 34 03 011 007.000,LOT 8 SUSSEX SD PB 1/1 S34 T18N R30E,359
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick"", ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Asphalt""}",0.0,2.0,1843.0,0.0,2009.0,34 07 26 0 000 028.120,LOT 41 DAWES OAK S/D MBK 115 PG 105 #SEC 26 T5S R3W #MP34 07 26 0 000,360
Single Family,"{""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Garage"", ""pool"": true, ""unitCount"": 1, ""cooling"": true, ""exteriorType"": ""Other"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""coolingType"": ""Commercial""}",3.0,2.0,1377.0,6294.0,1982.0,73-41-44-03-14-000-0800,TREE TOPS OF WELLINGTON LOT 80,361
Single Family,"{""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Mixed"", ""heating"": true, ""heatingType"": ""Forced Air"", ""unitCount"": 1}",3.0,2.5,1540.0,6438.0,1994.0,250880-0080,FENTON RIDGE,362
Apartment,NaN,2.0,1.0,700.0,10524.0,1964.0,Unknown,Not available,363
Single Family,"{""architectureType"": ""Bungalow"", ""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Central"", ""unitCount"": 1}",4.0,2.5,2943.0,7885.0,2005.0,328-080-010-000,LOT 10 LINCOLN CROSSING VILLAGE 2B PH 1 MOR Z-5,364
Apartment,NaN,2.0,2.0,1372.0,0.0,0.0,Unknown,Not available,365
Single Family,NaN,3.0,2.5,2781.0,13939.0,1992.0,Unknown,Not available,366
Single Family,"{""architectureType"": ""Single Story"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Tile"", ""roomCount"": 6, ""unitCount"": 1}",3.0,2.0,1396.0,6534.0,2003.0,124-32-112-012,ANN ALLEN BY PARDEE UNIT 2 PLAT BOOK 106 PAGE 23 LOT 12 BLOCK 1,367
Single Family,"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Combination"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Raised"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 6, ""unitCount"": 1}",3.0,2.0,1888.0,21344.0,1978.0,6-093 -120,L8 BA CAMP CREEK ESTATES #1,368
Single Family,"{""architectureType"": ""Split Level"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Other"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Raised"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle"", ""roomCount"": 6, ""unitCount"": 1}",3.0,2.0,2052.0,24394.0,1984.0,7-126 -170,L35 BA FALCONCREST NORTH #2,369
Single Family,"{""architectureType"": ""Conventional"", ""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""fireplace"": true, ""fireplaceType"": ""Prefab"", ""floorCount"": 2, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle""}",5.0,3.5,2737.0,7178.0,2014.0,9652-29-08900,"S965229 - WOODFOREST 29, BLOCK 4, LOT 13",370
Single Family,"{""exteriorType"": ""Wood Shingle"", ""floorCount"": 1, ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Asphalt"", ""unitCount"": 1}",4.0,1.5,1638.0,12614.0,1978.0,139M B  007,LOT 60 FAIR OAKS SUB #2 31-47,371
Manufactured,"{""architectureType"": ""Mobile Home"", ""unitCount"": 1}",0.0,0.0,0.0,1313.0,0.0,579-211-028,Not available,372
Single Family,"{""architectureType"": ""Ranch"", ""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 1, ""foundationType"": ""Block with Runner"", ""garage"": true, ""garageType"": ""Detached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Clay Tile"", ""roomCount"": 5, ""unitCount"": 1}",3.0,1.5,1176.0,21841.0,1957.0,NBC 1196042,LOT 5 BLK 5 ALAN ACRES PT NW.25 SE.25 SEC 11 T6N R20E DOC #4281919 06/12/2017,373
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Concrete Block"", ""floorCount"": 1, ""garage"": true, ""garageSpaces"": 2, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Composition Shingle""}",3.0,2.0,1603.0,5550.0,2005.0,34-26-20-0090-02800-0440,MEADOW POINTE III PARCEL EE AND HH PB 52 PG 132 BLOCK 28 LOT 44 OR 9493 PG 0297,374
Condo,"{""architectureType"": ""Condo / Apartment"", ""fireplace"": true, ""garage"": true, ""garageType"": ""Garage"", ""heating"": true, ""heatingType"": ""Forced Air"", ""unitCount"": 1}",2.0,2.0,872.0,0.0,1984.0,49-173-08-103,SECTION 17 TOWNSHIP 04 RANGE 69 QTR SW SUBDIVISIONCD 666400 SUBDIVISIONNAME SHADOW HILLS CONDOS PH III BLOCK LOT TRACT,375
Single Family,NaN,0.0,0.0,2000.0,11326.0,0.0,44393,ROCHELLE 2ND LOT 4 N1/2 5 2020-4114 05/05/20 BLK/TRACT 8 0.26 ACRES,376
Single Family,"{""roomCount"": 5}",3.0,0.0,1710.0,9750.0,1968.0,18-9.0-29.00-002-015-006.00,LOT 6 BLK 11 T & C ACRES 5TH ADDN SIKESTON PB 11/34 75 X 130,377
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""fireplace"": true, ""floorCount"": 1, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""unitCount"": 1}",3.0,1.0,2906.0,13125.0,1946.0,233-077-030-000,CITY/MUNI/TWP:TRACY MAP REF:MB 233 PG 07,378
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Stucco"", ""fireplace"": true, ""floorCount"": 1, ""foundationType"": ""Slab / Mat / Raft"", ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roomCount"": 8}",4.0,4.0,5078.0,26611.0,2010.0,1246560010014,LT 14 BLK 1 ROYAL SHORES SEC 3 PAR R/P NO 1,379
Single Family,"{""cooling"": true, ""coolingType"": ""Commercial"", ""exteriorType"": ""Brick"", ""fireplace"": true, ""fireplaceType"": ""Single"", ""floorCount"": 1, ""foundationType"": ""Wood"", ""heating"": true, ""heatingType"": ""Forced Air"", ""roofType"": ""Shingle"", ""roomCount"": 6, ""unitCount"": 1}",3.0,2.5,1692.0,21670.0,1975.0,13-00-14-4-008-009.000,LOT 9 BLK 4 REDSTONE LAND & DE V COS 5TH SECTOR 1ST ADD,380
Single Family,"{""cooling"": true, ""coolingType"": ""Central"", ""exteriorType"": ""Aluminum / Vinyl Siding"", ""floorCount"": 2, ""garage"": true, ""garageType"": ""Attached"", ""heating"": true, ""heatingType"": ""Central"", ""roofType"": ""Composition Shingle""}",3.0,3.0,1880.0,7754.0,2021.0,R8957615,LOT 1 BLOCK 9 WYNDHAM HILL FG NO. 9,381
Apartment,NaN,1.0,1.0,0.0,0.0,0.0,Unknown,Not available,382
